address,settlement_date,price,area,zone
737 BERYL ST BROKEN HILL 2880,20260115,650000,546.3,R1
18 BERYL ST BROKEN HILL 2880,20260115,160000,992.7,R1
468 UNION ST BROKEN HILL 2880,20260112,385000,662.0,R1
719 BLENDE ST BROKEN HILL 2880,20260115,292500,882.6,R1
72 BOUGHTMAN ST BROKEN HILL 2880,20260109,330000,1012.0,R1
165 GAFFNEY ST BROKEN HILL 2880,20260113,280000,424.0,R1
31 ALBERT MORRIS AVE BROKEN HILL 2880,20260115,460000,727.2,R1
62 WILLIAMS ST BROKEN HILL 2880,20260112,370000,1195.0,R1
217 WILLS ST BROKEN HILL 2880,20260112,200000,743.1,R1
165 HARVY ST BROKEN HILL 2880,20260115,183000,349.05,R1
155 PATTON ST BROKEN HILL 2880,20251217,180000,906.0,R1
155 B PATTON ST BROKEN HILL 2880,20251217,180000,105.0,R1
69 WYMAN ST BROKEN HILL 2880,20260112,395000,878.0,R1
416 BROWN ST BROKEN HILL 2880,20260109,1025000,4047.0,R1
25 COBALT ST BROKEN HILL 2880,20260115,175000,493.2,R1
9 ARGENT ST BROKEN HILL 2880,20260114,66500,505.9,R1
14 SOUTH ST BROKEN HILL 2880,20260114,226000,872.6,R1
29 MURRAY ST COBAR 2835,20260113,275000,872.6,R1
2 WITTAGOONA ST COBAR 2835,20260115,350000,838.5,R2
101 MILLER ST GILGANDRA 2827,20260115,300000,986.4,R1
34 KELVIN VICKERY AVE NARRABRI 2390,20260112,875000,1350.0,R1
70 LYNN ST BOGGABRI 2382,20260115,255000,1011.7,R1
98 WEE WAA ST BOGGABRI 2382,20260114,250000,1012.0,R1
5 SHORT ST WEE WAA 2388,20260115,260000,1214.0,R1
58 GIBBONS ST NARRABRI 2390,20260109,790000,1214.0,R1
34 WEEMABAH ST TRANGIE 2823,20260113,620000,2023.0,R1
34 BUNDEMAR ST WARREN 2824,20260109,225000,1012.0,R1
25 GILLENDOON ST RAVENSWOOD 2824,20260114,120000,1113.0,R1
5 MARTIN DR BLACK MOUNTAIN 2365,20260114,230000,8217.0,R5
11 ELM ST GUYRA 2365,20260113,665000,8350.0,R5
114 OLLERA ST GUYRA 2365,20260114,455000,1012.0,R1
3 RUSDEN CT ARMIDALE 2350,20260114,685000,689.7,R1
40 THE AVENUE ARMIDALE 2350,20260112,1345000,2123.0,R2
8 DONEGAL TCE ARMIDALE 2350,20260109,725000,917.3,R1
118 MANN ST ARMIDALE 2350,20260113,2375000,1639.0,R1
11 DUVAL ST ARMIDALE 2350,20260115,628000,809.4,R1
62 FAULKNER ST ARMIDALE 2350,20260115,625000,638.9,R1
169 MOSSMAN ST ARMIDALE 2350,20260113,535000,695.6,R1
2 GARIBALDI ST ARMIDALE 2350,20260115,595000,781.7,R1
13 HIGH ST ARMIDALE 2350,20260115,645000,935.8,R1
7 HUGHES PL ARMIDALE 2350,20260113,570000,652.7,R1
64 JESSIE ST ARMIDALE 2350,20260114,710000,809.4,R1
166 CANAMBE ST ARMIDALE 2350,20260114,380000,575.4,R1
144 JESSIE ST ARMIDALE 2350,20260113,540000,733.5,R1
1 RICHARDSON AVE ARMIDALE 2350,20260115,580000,727.2,R1
33 CLAUDE ST ARMIDALE 2350,20260113,325000,494.0,R1
8 CHARLIES LANE GUYRA 2365,20260112,230000,8024.0,R5
1 A DOROTHY AVE ARMIDALE 2350,20260114,950000,850.9,R1
10 A GEORGINA ST BASS HILL 2197,20260114,1200000,279.0,R2
71 BILOELA ST VILLAWOOD 2163,20260112,1450000,397.8,R2
14 A MIDDLETON RD CHESTER HILL 2162,20260115,1600000,316.4,R2
8 SALOOP RD MILPERRA 2214,20251110,1515700,352.8,R2
28 KEYS PDE MILPERRA 2214,20251110,1677000,373.1,R2
20 GURNEY RD CHESTER HILL 2162,20260115,1350000,333.6,R2
12 BEAMISH ST PADSTOW 2211,20260115,1936000,581.7,R2
7 HAZEL ST GEORGES HALL 2198,20260114,1460000,556.4,R2
14 HAZELGLEN AVE PANANIA 2213,20260113,1600000,581.7,R2
40 ENDEAVOUR RD GEORGES HALL 2198,20260114,1100000,607.0,R2
7 GLENN PL YAGOONA 2199,20260112,1324500,486.9,R2
57 MARKS ST CHESTER HILL 2162,20260114,1520000,550.1,R2
7 ARCHIBALD ST PADSTOW 2211,20260114,1750000,562.8,R2
10 A JOCELYN ST CHESTER HILL 2162,20250902,6500000,1366.0,R2
10 JOCELYN ST CHESTER HILL 2162,20250902,6500000,562.8,R2
8 JOCELYN ST CHESTER HILL 2162,20250902,6500000,1668.0,R2
6 JOCELYN ST CHESTER HILL 2162,20250902,6500000,1759.32,R2
44 BUIST ST BASS HILL 2197,20260115,1550000,518.5,R2
78 HENRY ST PUNCHBOWL 2196,20260115,2530000,657.6,R2
117 JOHNSTON RD BASS HILL 2197,20260115,1215000,550.1,R2
42 ALAN ST YAGOONA 2199,20260112,1520000,600.7,R2
68 FLINDERS RD GEORGES HALL 2198,20260114,1400000,562.8,R2
146 FLINDERS RD GEORGES HALL 2198,20260109,1550000,603.81,R2
68 AUGUSTA ST CONDELL PARK 2200,20260113,1350000,632.3,R2
19 AUSTRALIA ST BASS HILL 2197,20260114,1200000,731.82,R2
67 CAMPBELL HILL RD CHESTER HILL 2162,20260112,1500000,556.4,R2
47 BRANDON AVE BANKSTOWN 2200,20260115,2281000,557.9,R4
29 DAPHNE AVE BANKSTOWN 2200,20260114,1555000,580.64,R2
40 SMITH RD YAGOONA 2199,20260114,2730000,828.3,R2
5 COLLINS CRES YAGOONA 2199,20260112,1580000,383.4,R2
38 A PRESLAND AVE REVESBY 2212,20260112,1500000,270.0,R2
171 EDGAR ST CONDELL PARK 2200,20260112,1525000,350.0,R2
8 B NORMAN ST PUNCHBOWL 2196,20260115,1293000,375.2,R3
112 RESTWELL ST BANKSTOWN 2200,20260114,1600000,642.71,R4
114 RESTWELL ST BANKSTOWN 2200,20260114,2400000,642.71,R4
2 VALLEY RD PADSTOW HEIGHTS 2211,20260114,1720000,663.9,R2
4 WAYNE CRES CONDELL PARK 2200,20260112,1600000,562.8,R2
81 VICTOR AVE PICNIC POINT 2213,20260115,1260000,346.7,R2
85 SIR JOSEPH BANKS ST BANKSTOWN 2200,20251215,600000,518.5,R2
161 RODD ST SEFTON 2162,20260112,1330000,500.6,R2
8 PANDORA ST GREENACRE 2190,20260115,1968000,557.48,R2
44 RAINE RD REVESBY 2212,20260113,1550000,490.4,R2
11 EUSTON RD HURLSTONE PARK 2193,20260112,2790000,518.5,R2
1 IVY ST CANTERBURY 2193,20260113,2158000,441.53,R4
56 BAYVIEW AVE EARLWOOD 2206,20260112,708000,701.8,R2
12 GARNET ST HURLSTONE PARK 2193,20260114,2382000,380.0,R2
29 BEDFORD ST EARLWOOD 2206,20260112,2330000,291.8,R3
140 WYCOMBE ST YAGOONA 2199,20260109,1250000,632.3,R2
15 EDGE ST WILEY PARK 2195,20260115,1820000,728.5,R3
591 HOMER ST KINGSGROVE 2208,20260115,1890000,474.2,R3
54 RAWSON ST WILEY PARK 2195,20260115,1700000,468.9,R3
32 WARBURTON PDE EARLWOOD 2206,20260115,2000000,417.3,R2
16 ZUTTION AVE BEVERLY HILLS 2209,20260112,1907000,543.8,R3
668 PUNCHBOWL RD WILEY PARK 2195,20260112,1335000,524.8,R3
195 VICTORIA RD PUNCHBOWL 2196,20260112,1411000,524.8,R3
20 VICTORY ST BELMORE 2192,20250814,1430000,505.9,R3
147 A MILLER RD CHESTER HILL 2162,20260115,1355000,422.6,R2
40 ADELAIDE RD PADSTOW 2211,20260112,1650000,327.4,R2
3 NIGEL PL PADSTOW 2211,20260114,1480000,582.4,R4
84 C BUIST ST BASS HILL 2197,20260114,1300000,302.4,R2
19 WILKINS ST YAGOONA 2199,20260112,1800000,443.5,R2
113 CHESTER HILL RD BASS HILL 2197,20260115,1180000,272.2,R2
16 WINIFRED ST CONDELL PARK 2200,20260112,1380000,348.5,R2
26 KENSINGTON ST PUNCHBOWL 2196,20260115,1273000,276.9,R3
7 BISHOP ST LAKE HAVEN 2263,20260115,863555,465.0,R1
5 BLACK SWAN ST BERKELEY VALE 2261,20260115,900000,569.1,R2
21 BUNDILLA PDE BERKELEY VALE 2261,20260113,1065000,765.1,R2
22 ALEXANDER AVE BATEAU BAY 2261,20260115,1200000,480.0,R1
94 ALOHA DR CHITTAWAY BAY 2261,20260115,925000,651.3,R2
56 BELLEVUE ST SHELLY BEACH 2261,20260112,628000,575.4,R2
4 BROOKE AVE KILLARNEY VALE 2261,20260112,1500000,524.8,R2
3 ARCHBOLD RD LONG JETTY 2261,20260115,1050000,736.0,R3
20 BERNE ST BATEAU BAY 2261,20260114,1090000,556.4,R2
10 AUDIE PDE BERKELEY VALE 2261,20260114,1175000,588.1,R2
1 AUDIE PDE BERKELEY VALE 2261,20260112,810000,531.1,R2
302 GEOFFREY RD CHITTAWAY POINT 2261,20260109,1075000,992.7,R2
59 DEHAVILLAND CCT HAMLYN TERRACE 2259,20260114,885543,518.2,R2
56 COORABIN ST GOROKAN 2263,20260112,880000,594.4,R2
21 EYRE CRES SAN REMO 2262,20260109,807000,594.4,R2
13 CURTIS PDE THE ENTRANCE NORTH 2261,20251223,5020000,1593.0,R2
11 ELEWA AVE BATEAU BAY 2261,20260112,1400000,575.4,R2
33 DAMPIER BVD KILLARNEY VALE 2261,20260112,995000,550.1,R2
54 DAMPIER BVD KILLARNEY VALE 2261,20260114,1000000,550.1,R2
17 HARDING AVE LAKE MUNMORAH 2259,20260115,926000,556.4,R2
7 GLOUCESTER AVE WATANOBBI 2259,20260112,850000,739.4,R2
6 HILLGROVE CL OURIMBAH 2258,20260113,1510000,789.0,R1
5 KANOWNA RD WARNERVALE 2259,20260109,800000,2428.0,R2
