address,settlement_date,price,area,zone
19 PYALLA AVE ABERGLASSLYN 2320,20260114,885000,669.2,R1
50 CANTERBURY DR RAWORTH 2321,20260113,790000,641.7,R1
9 BERRINDA CL BOLWARRA HEIGHTS 2320,20260112,1750000,2951.0,R5
10 HEPBURN CL RUTHERFORD 2320,20260112,905000,911.8,R1
29 LAWRENSON PDE THORNTON 2322,20260115,950000,592.0,R1
23 LILIUM ST LOCHINVAR 2321,20260114,830000,450.0,R1
27 LIVISTONA DR LOCHINVAR 2321,20260114,919000,511.8,R1
38 ENDEAVOUR ST RUTHERFORD 2320,20260114,720000,558.2,R1
1 CHRISTINE CL RUTHERFORD 2320,20260112,830000,950.3,R1
35 GALWAY CRES METFORD 2323,20260114,857500,681.8,R1
163 HIGH ST EAST MAITLAND 2323,20260112,877100,1011.7,R1
22 RICHARD RD RUTHERFORD 2320,20260114,845000,656.2,R1
35 ROXBURGH ST LORN 2320,20260112,1105000,1014.0,R1
4 HUNTER CL LOCHINVAR 2321,20260114,760000,714.9,R1
5 SOUTH SEAS DR ASHTONFIELD 2323,20260114,860000,636.6,R1
58 HILLDALE DR BOLWARRA HEIGHTS 2320,20260113,2200000,5084.0,R5
16 JOSHUA CL RUTHERFORD 2320,20260114,820000,779.8,R1
21 MELROSE ST LORN 2320,20260115,1225000,938.67,R1
16 KENNETH ST EAST MAITLAND 2323,20260109,795000,714.5,R1
61 KENSINGTON RD BOLWARRA 2320,20260115,2250000,3865.0,R1
31 VENTURA CL RUTHERFORD 2320,20260115,795000,570.4,R1
12 VICTORIA RD BOLWARRA 2320,20260114,1225000,2380.0,R1
15 WINDERMERE AVE WOODBERRY 2322,20260109,632500,505.9,R1
4 SANDALYN AVE THORNTON 2322,20260115,1171000,860.6,R1
18 IVOR ST TELARAH 2320,20260115,830000,639.3,R1
49 SADDLERS DR GILLIESTON HEIGHTS 2321,20260112,932000,700.4,R1
14 BOWERBIRD CL ABERGLASSLYN 2320,20260112,999000,661.6,R1
29 DRAGONFLY DR CHISHOLM 2322,20260109,1160000,646.0,R1
11 SILVARUM ST CHISHOLM 2322,20260114,1030000,544.0,R1
8 CORELLA CL ABERGLASSLYN 2320,20260114,715000,300.8,R1
7 LORIKEET ST ABERGLASSLYN 2320,20260112,769990,312.5,R1
26 A FINCH CRES ABERGLASSLYN 2320,20260109,808000,451.7,R1
9 MCARTHUR ST TELARAH 2320,20260114,750000,300.5,R1
5 FRANCIS ST LOCHINVAR 2321,20260112,1079000,502.5,R1
27 TOURMALINE DR RUTHERFORD 2320,20260113,827000,613.2,R1
2 A TURANVILLE AVE MUSWELLBROOK 2333,20260113,580000,467.4,R1
58 FINNEGAN CRES MUSWELLBROOK 2333,20260114,720000,682.5,R1
11 WANARUAH CCT MUSWELLBROOK 2333,20260114,720000,655.4,R1
13 WANARUAH CCT MUSWELLBROOK 2333,20260114,685000,664.0,R1
10 THISTLE WAY FLETCHER 2287,20260114,1060000,704.2,R2
31 A STEVENSON PL NEWCASTLE EAST 2300,20260115,3000000,128.4,R3
4 BURRONG ST FLETCHER 2287,20260112,1350000,573.4,R2
9 A WILLIAM ST MAYFIELD 2304,20260112,1250000,204.6,R2
46 EDWARD ST MEREWETHER 2291,20260113,2350000,247.6,R2
59 BLANCH ST SHORTLAND 2307,20260113,959595,588.1,R2
38 BURUDA ST MAYFIELD WEST 2304,20260112,1420000,607.0,R2
12 BOURKE ST CARRINGTON 2294,20260112,995800,343.0,R2
23 CAMERON ST HAMILTON 2303,20260115,1250000,284.5,R3
2 BRIEN ST THE JUNCTION 2291,20260113,1500000,309.8,R3
29 BERWICK CRES MARYLAND 2287,20260112,912000,678.0,R2
209 PARK AVE KOTARA 2289,20260114,957000,318.5,R2
3 CHEHALIS AVE ELERMORE VALE 2287,20260113,1270000,601.4,R2
62 BLACKALL ST BROADMEADOW 2292,20260115,1600000,578.0,R2
64 DEAN PDE RANKIN PARK 2287,20260115,971000,543.8,R2
179 CROUDACE RD ELERMORE VALE 2287,20260115,940000,677.3,R2
59 CLYDE ST HAMILTON NORTH 2292,20260115,1650000,436.6,R2
40 CURZON RD NEW LAMBTON 2305,20260115,2825000,853.6,R2
106 DOUGLAS ST STOCKTON 2295,20260109,1150000,531.1,R2
39 DOUGLAS ST WALLSEND 2287,20260112,908000,581.7,R2
14 CORLETTE ST COOKS HILL 2300,20260113,1625000,126.5,R3
25 HARGRAVE ST CARRINGTON 2294,20260115,875000,107.5,R2
18 HENLEY ST NEW LAMBTON 2305,20260115,2000000,809.4,R2
39 FLORIDA AVE NEW LAMBTON 2305,20260115,1156000,613.4,R2
153 HENRY ST MEREWETHER 2291,20260114,1650000,720.8,R2
68 HEREFORD ST STOCKTON 2295,20260112,1250000,283.1,R2
