address,settlement_date,price,area,zone
3 PLOVER CL SUSSEX INLET 2540,20260114,1750000,727.7,R2
13 LAKE DR SWANHAVEN 2540,20260113,868000,733.5,R2
112 MACLEANS POINT RD SANCTUARY POINT 2540,20260115,718000,682.9,R2
71 SUSSEX INLET RD SUSSEX INLET 2540,20260112,720000,556.4,R2
8 FILTER RD WEST NOWRA 2541,20260115,750000,788.5,R2
53 A SCOTT ST SHOALHAVEN HEADS 2535,20260114,835000,571.3,R2
3 SEASCAPE CL NARRAWALLEE 2539,20260115,1530000,649.2,R2
8 WOOLWAY CL CAMBEWARRA VILLAGE 2540,20260109,1045000,1081.0,R2
47 WYOMING AVE BURRILL LAKE 2539,20260115,920000,651.3,R2
9 KARNE ST SANCTUARY POINT 2540,20260109,700000,626.0,R2
15 PRINCES HWY MILTON 2538,20260114,965000,3032.0,R1
20 PANORAMA RD ST GEORGES BASIN 2540,20260115,1460000,1044.0,R2
49 LINDEN WAY MOLLYMOOK BEACH 2539,20260115,1335000,771.6,R2
43 TRADEWINDS AVE SUSSEX INLET 2540,20260114,825000,623.9,R2
23 SILVER SANDS DR BERRARA 2540,20260115,1780000,689.2,R2
4 TUMMELL CL WEST NOWRA 2541,20260114,865000,838.0,R2
1 JAMES CRES KINGS POINT 2539,20260112,1440000,714.5,R2
70 WEST CRES CULBURRA BEACH 2540,20260114,1260000,1005.0,R2
55 VERGE RD CALLALA BEACH 2540,20260114,925000,556.4,R2
10 CATALINA PL BADAGARANG 2540,20260113,1020000,500.0,R1
19 CALADENIA CRES SOUTH NOWRA 2541,20260115,905000,667.4,R1
12 A HALE AVE NOWRA 2541,20260115,680000,451.9,R1
30 CLIFF ST BOWRAL 2576,20260115,1650000,2787.0,R5
29 DE LAURET ST RENWICK 2575,20260113,985000,355.0,R3
2 ALDER PL BOWRAL 2576,20260115,2100000,1185.0,R2
53 A CHURCH RD MOSS VALE 2577,20260115,1510000,902.1,R2
3 ASHLEY PL HILL TOP 2575,20260115,1085000,4000.0,R5
77 BOARDMAN RD BOWRAL 2576,20260115,1240000,832.8,R2
34 ELSWORTH AVE BALACLAVA 2575,20260115,750000,923.2,R2
129 SUNRISE RD YERRINBOOL 2575,20260112,910000,1164.0,R2
12 RAILWAY PDE MITTAGONG 2575,20260114,890000,1094.0,R3
8 WYATT ST MOSS VALE 2577,20260109,1260000,1010.0,R2
39 LINKS RD BURRADOO 2576,20260115,3425000,3598.0,R2
