address,settlement_date,price,area,zone
7 BURRENDONG RD LEUMEAH 2560,20260114,942000,556.4,R2
5 ABBOTT PL INGLEBURN 2565,20260109,937000,630.7,R2
5 BOOBOOK PL INGLEBURN 2565,20260114,1220000,594.3,R2
73 EMERALD DR EAGLE VALE 2558,20260112,1012500,646.2,R2
76 CARNARVON ST BOW BOWING 2566,20260113,915000,419.0,R2
35 PARKHILL AVE LEUMEAH 2560,20260115,995000,557.7,R2
5 RAY PL MINTO 2566,20260114,940000,574.8,R2
15 HYDRANGEA PL MACQUARIE FIELDS 2564,20260115,875000,336.1,R2
2 IMUNGA PL BRADBURY 2560,20260112,945000,570.8,R2
8 KOKODA PL GLENFIELD 2167,20260115,1000000,651.6,R2
11 RONALD ST CAMPBELLTOWN 2560,20260115,950000,860.0,R2
46 A LANTANA ST MACQUARIE FIELDS 2564,20260112,890000,294.3,R2
15 LIBERATOR ST RABY 2566,20260115,1080000,544.1,R2
14 MOSSBERRY ST BLAIR ATHOL 2560,20260114,1200000,580.5,R2
22 LILLAS PL MINTO 2566,20260114,1050000,560.0,R2
13 TANDARA AVE BRADBURY 2560,20260113,1025000,613.4,R2
20 CASTLETON CRES AIRDS 2560,20260115,1240000,410.6,R2
24 FARVIEW DR DENHAM COURT 2565,20260115,1560000,668.6,R2
12 CUNNINGHAM CRES BARDIA 2565,20260113,1160000,272.7,R1
23 VERMONT AVE PITT TOWN 2756,20260114,1980000,755.8,R2
235 MACQUARIE ST SOUTH WINDSOR 2756,20260112,860000,343.5,R3
16 ORIGMA ST VINEYARD 2765,20260114,1260000,457.1,R2
5 STUBBS ST PITT TOWN 2756,20260113,2700000,2000.0,R5
18 B BOUNDARY RD VINEYARD 2765,20260113,1061000,309.9,R2
30 RUTHERGLEN AVE HOBARTVILLE 2753,20260113,1152500,308.1,R3
9 FREEBODY CL SOUTH WINDSOR 2756,20260113,912000,577.3,R2
14 LONGLEAT RD KURMOND 2757,20260114,1038000,695.6,R2
6 COX ST WINDSOR 2756,20260112,810000,448.9,R2
544 GEORGE ST SOUTH WINDSOR 2756,20260112,1235000,766.4,R1
9 A PAINE PL BLIGH PARK 2756,20260113,985000,394.6,R2
27 JOHN TEBBUTT PL RICHMOND 2753,20260112,890000,278.8,R1
94 A PECKS RD NORTH RICHMOND 2754,20260112,1165000,468.6,R2
25 KEDA CCT NORTH RICHMOND 2754,20260112,1200000,1570.0,R3
135 WARKS HILL RD KURRAJONG HEIGHTS 2758,20260112,1175000,1300.46,R2
13 BEASLEY PL SOUTH WINDSOR 2756,20260114,915000,553.9,R2
58 GROSE VALE RD NORTH RICHMOND 2754,20260115,1270000,929.5,R2
125 HAM ST SOUTH WINDSOR 2756,20260115,1020000,558.1,R2
6 NARTEE PL WILBERFORCE 2756,20260114,1187500,1008.0,R2
4 CHERRY ST PITT TOWN 2756,20260113,1812500,685.0,R2
37 MANTLE AVE NORTH RICHMOND 2754,20260112,962500,215.8,R3
65 JASMINE CRES CABRAMATTA 2166,20260112,1410000,480.6,R2
15 ELVA ST CABRAMATTA WEST 2166,20260112,2600000,505.9,R2
51 KNIGHT ST LANSVALE 2166,20260113,940000,703.33,R2
6 WHELLER ST BOSSLEY PARK 2176,20260115,1530000,586.8,R2
14 WELWYN RD CANLEY HEIGHTS 2166,20260112,1155000,562.7,R2
12 B NATIONAL ST CABRAMATTA 2166,20260113,1325000,472.7,R3
11 HANNAN PL PRAIRIEWOOD 2176,20260109,1500000,500.0,R2
10 A BRONSDON ST SMITHFIELD 2164,20260109,1100000,502.8,R2
29 ESSENDON ST ST JOHNS PARK 2176,20260112,1678000,562.2,R2
10 LANSDOWNE RD CANLEY VALE 2166,20260112,1125000,784.0,R2
139 NEVILLE ST SMITHFIELD 2164,20260114,1511000,689.2,R2
22 NEWCASTLE ST WAKELEY 2176,20260112,1374000,558.6,R2
3 MIAMI CL GREENFIELD PARK 2176,20260114,1150000,572.4,R2
144 HEMPHILL AVE MOUNT PRITCHARD 2170,20260113,1270000,613.4,R2
233 POLDING ST FAIRFIELD WEST 2165,20260112,1156500,556.4,R2
80 HENRY ST OLD GUILDFORD 2161,20260112,1925000,695.5,R2
71 NORTH LIVERPOOL RD MOUNT PRITCHARD 2170,20260109,1120000,556.4,R2
40 JAMES ST FAIRFIELD EAST 2165,20260115,1378500,567.6,R2
3 LINDA ST FAIRFIELD HEIGHTS 2165,20260112,1450000,505.8,R2
87 E HEMPHILL AVE MOUNT PRITCHARD 2170,20260115,1308000,580.7,R2
FIRTH ST PORTLAND 2847,20260112,530000,486.9,R2
24 HIGH ST PORTLAND 2847,20260112,585000,1157.0,R2
2 CUPRO ST LITHGOW 2790,20260113,356500,303.5,R1
22 PADLEY ST LITHGOW 2790,20260109,565000,447.37,R1
10 UNION ST LITHGOW 2790,20260114,580000,404.71,R1
17 ATKINSON ST MORTS ESTATE 2790,20260115,511000,290.9,R1
156 BELLS RD LITHGOW 2790,20260114,615000,813.0,R1
4 CHAPMAN ST WEST HOXTON 2171,20260114,1395000,576.9,R2
31 CABRAMATTA AVE MILLER 2168,20260114,953000,569.1,R4
24 BANKS RD BUSBY 2168,20260115,1100000,917.0,R3
174 LEACOCKS LANE CASULA 2170,20260115,927000,300.6,R2
47 AMALFI ST LURNEA 2170,20260115,1150000,657.6,R2
22 WILLIAM ST LURNEA 2170,20260112,1325000,626.0,R3
22 MCKAY AVE MOOREBANK 2170,20260115,1650000,682.9,R4
7 VEGA PL HINCHINBROOK 2168,20260114,1270000,534.7,R2
16 JAMES AVE LURNEA 2170,20260112,1251000,569.1,R2
5 LANCASTER AVE CECIL HILLS 2171,20260115,1510000,600.3,R3
27 TAUBMAN DR HORNINGSEA PARK 2171,20260115,1555000,691.8,R2
10 PIPET PL HINCHINBROOK 2168,20260112,1130000,462.5,R2
11 HILTON CRES CASULA 2170,20260112,675000,470.0,R3
10 MARTINO CL PRESTONS 2170,20260115,1528500,550.2,R2
11 TILPA PL HOXTON PARK 2171,20260112,583880,481.7,R2
55 YACHTSMAN DR CHIPPING NORTON 2170,20260115,1750000,670.4,R3
1 GALARA ST AUSTRAL 2179,20260115,1190000,396.3,R2
677 EDMONDSON AVE AUSTRAL 2179,20260113,1350000,373.1,R2
12 SOLOMON CRES HORNINGSEA PARK 2171,20260114,675000,300.1,R2
126 BULMANN AVE HORNINGSEA PARK 2171,20260113,850000,1283.0,R2
25 TURNER PL CASULA 2170,20260115,1425000,580.0,R2
22 THE PARKWAY MOOREBANK 2170,20260114,1520000,375.0,R3
28 FAIRWAY CL MOOREBANK 2170,20260112,1815000,383.8,R3
68 DALMATIA AVE EDMONDSON PARK 2174,20260114,1165000,301.7,R1
28 SWAMPHEN ST AUSTRAL 2179,20260109,1210000,316.7,R2
352 SIXTH AVE AUSTRAL 2179,20260109,639950,301.9,R2
17 LARNE ST PRESTONS 2170,20260112,1010000,315.2,R2
66 TRAVERS ST MOOREBANK 2170,20260115,1600000,577.9,R3
45 AURORA ST AUSTRAL 2179,20260113,760000,331.2,R2
17 FOMALHAUT ST AUSTRAL 2179,20260115,1230000,300.0,R2
LACEY RD EDMONDSON PARK 2174,20260115,1282000,366.0,R1
7 SOMME AVE EDMONDSON PARK 2174,20260114,1740000,466.7,R1
61 CALDWELL AVE EDMONDSON PARK 2174,20260112,1985000,609.0,R1
51 SCYTHE AVE AUSTRAL 2179,20260112,1480000,417.89,R2
34 ARAKOON AVE PENRITH 2750,20260114,1075000,645.0,R2
8 ASTWOOD ST COLYTON 2760,20260112,1181000,625.0,R2
6 GOOLWA CRES CRANEBROOK 2749,20260114,1725000,650.8,R2
