address,settlement_date,price,area,zone
20 TAMINGA CRST CORDEAUX HEIGHTS 2526,20260115,1800000,612.0,R2
13 TUNNEL RD HELENSBURGH 2508,20260114,960000,575.4,R2
15 UNDOLA RD HELENSBURGH 2508,20260114,1368500,516.4,R2
288 NORTHCLIFFE DR LAKE HEIGHTS 2502,20260113,1040000,747.8,R2
8 SEMAPHORE RD BERKELEY 2506,20260113,970000,738.1,R2
26 PLEASANT AVE NORTH WOLLONGONG 2500,20250718,4750000,701.4,R1
24 PLEASANT AVE NORTH WOLLONGONG 2500,20250718,4750000,701.4,R1
22 PLEASANT AVE NORTH WOLLONGONG 2500,20250718,4750000,700.0,R1
1 SHEPPARD ST WEST WOLLONGONG 2500,20260114,625000,822.0,R2
55 PORTER ST NORTH WOLLONGONG 2500,20260112,1057108,518.5,R2
37 THE PARKWAY BALGOWNIE 2519,20260114,1600000,579.0,R2
17 SIERRA DR HORSLEY 2530,20260112,1016000,576.0,R2
17 THIRD AVE PORT KEMBLA 2505,20260115,1235000,486.9,R2
1 ELEEBANA CRES KOONAWARRA 2530,20260115,800000,607.0,R2
8 SILKWOOD RD WOONONA 2517,20260113,1270000,349.4,R2
57 SADDLEBACK CRES STREAM HILL 2526,20260115,1185000,450.0,R2
59 NEESON RD STREAM HILL 2526,20260109,1050000,450.0,R2
33 THORNBILL ST WONGAWILLI 2530,20260114,1680000,718.4,R2
11 GEORGE FULLER DR FIGTREE 2525,20260112,1490000,726.7,R2
19 ANNA AVE WARRAWONG 2502,20260115,1150000,606.4,R2
30 ARMAGH PDE THIRROUL 2515,20260114,1750000,608.6,R2
14 CORRIE RD WOONONA 2517,20260115,1894000,556.4,R2
11 DAPHNE ST CORRIMAL 2518,20260114,1275000,600.7,R2
5 ARMITAGE AVE HORSLEY 2530,20260113,870000,558.0,R2
67 BERKELEY RD BERKELEY 2506,20260114,940000,557.6,R2
24 COTTAGE GR CORRIMAL 2518,20260114,1556500,796.7,R2
22 EVONNE PL WOONONA 2517,20260112,1500000,686.4,R2
23 FRANKLIN AVE BULLI 2516,20260112,1370000,758.8,R2
9 CAROLE AVE WOONONA 2517,20260115,1945000,607.0,R2
128 BURKE RD DAPTO 2530,20260109,800000,790.4,R2
127 COMPTON ST DAPTO 2530,20260114,760000,748.5,R2
228 FLAGSTAFF RD LAKE HEIGHTS 2502,20260114,973000,455.3,R2
49 FLORENCE ST TOWRADGI 2518,20260114,1090000,572.9,R2
5 FOOTHILLS RD CORRIMAL 2518,20260109,1330000,828.3,R2
164 LAKEVIEW PDE PRIMBEE 2502,20260113,1175000,714.5,R2
42 MIDGLEY ST CORRIMAL 2518,20260114,1255000,575.9,R2
40 HASSAN ST LAKE HEIGHTS 2502,20260112,1200000,834.7,R2
22 MAXWELL RD AUSTINMER 2515,20260115,2400000,931.0,R2
3 GALLOP AVE PARKES 2870,20260114,340000,758.8,R1
11 ROSE ST PARKES 2870,20260115,469000,588.1,R1
28 THORNBURY ST PARKES 2870,20260109,345000,588.1,R1
19 WARATAH ST PARKES 2870,20260115,375000,657.6,R1
22 WEBB ST PARKES 2870,20260114,430000,1200.0,R1
14 WENTWORTH ST PARKES 2870,20260115,245000,1012.0,R1
4 WILLOW PL PARKES 2870,20260109,517000,940.0,R1
8 HUNTER ST FORBES 2871,20260112,420000,619.6,R1
31 MCDONNELL ST FORBES 2871,20260115,365000,683.7,R1
9 BANDON ST FORBES 2871,20260115,670000,626.0,R1
12 BARWIN ST FORBES 2871,20260113,480000,1046.0,R1
38 SHOW ST FORBES 2871,20260113,400000,682.9,R1
50 OSMAN ST BLAYNEY 2799,20260114,575000,827.9,R1
19 RUPERT ST OBERON 2787,20260115,280000,855.0,R1
122 CURTIS ST OBERON 2787,20260115,446000,796.7,R1
41 OBERON ST OBERON 2787,20260115,800000,1695.0,R1
134 HILL ST ORANGE 2800,20260115,1500000,916.9,R1
18 COURALLIE DR ORANGE 2800,20260112,670000,713.4,R1
58 BROOKLANDS DR ORANGE 2800,20260114,845000,793.6,R1
215 HILL ST ORANGE 2800,20260113,615000,289.3,R1
26 JINDALEE AVE ORANGE 2800,20260112,401000,511.1,R2
112 AUTUMN ST ORANGE 2800,20260114,595000,512.2,R1
117 DALTON ST ORANGE 2800,20260115,510000,493.2,R1
55 MAXWELL AVE ORANGE 2800,20260115,652500,556.4,R2
3 ROSEWOOD AVE ORANGE 2800,20260114,700000,670.5,R1
8 MELVILLE PL ORANGE 2800,20260114,710000,762.9,R1
23 FRANKLIN RD ORANGE 2800,20260112,740000,1296.0,R1
50 LAWSON CRES ORANGE 2800,20260114,520000,556.4,R1
8 LISTER DR ORANGE 2800,20260112,755000,863.8,R1
68 NORTHSTOKE WAY ORANGE 2800,20260115,675000,850.2,R2
48 BYNG ST ORANGE 2800,20260115,1600000,486.9,R1
13 CECIL RD ORANGE 2800,20260112,600000,809.4,R1
16 CECIL RD ORANGE 2800,20260112,995000,841.0,R1
1 CEMAR AVE ORANGE 2800,20260114,745000,758.8,R1
7 MCCARRON PL ORANGE 2800,20260115,620000,377.7,R2
7 WOLLEMI ST ORANGE 2800,20260115,1050000,521.0,R1
23 DIAMOND DR ORANGE 2800,20260115,840000,946.7,R1
17 JOSEPH DR ORANGE 2800,20260115,730000,291.0,R1
89 MOLONG RD ORANGE 2800,20260114,873888,1716.0,R2
2 GRACE RISE ORANGE 2800,20260115,800000,752.1,R2
67 STEVENSON WAY ORANGE 2800,20260112,312500,841.0,R1
19 YANDARLO ST CROYDON PARK 2133,20260109,416667,289.7,R2
37 STANLEY ST BURWOOD 2134,20260112,2488000,378.0,R1
2 MYALL ST CONCORD WEST 2138,20260114,2450000,562.7,R2
8 NULLAWARRA AVE CONCORD WEST 2138,20260112,3153000,624.5,R2
297 CONCORD RD CONCORD WEST 2138,20260115,3500000,1112.9,R2
84 FIRST AVE RODD POINT 2046,20260115,2250000,290.8,R2
75 FORMOSA ST DRUMMOYNE 2047,20260115,2250000,221.3,R3
30 WESTBOURNE ST DRUMMOYNE 2047,20260112,2780000,303.5,R3
41 GREAT NORTH RD FIVE DOCK 2046,20260112,3800000,689.2,R2
33 SHORELINE DR RHODES 2138,20260114,2250000,312.0,R4
100 REDMYRE RD STRATHFIELD 2135,20260114,5888888,1201.0,R2
21 GLENCOE ST SUTHERLAND 2232,20260113,1265000,558.2,R2
18 GLENCOE ST SUTHERLAND 2232,20260115,1920000,562.8,R2
15 ERANG AVE KIRRAWEE 2232,20260115,2200000,569.0,R2
6 ERANG AVE KIRRAWEE 2232,20260109,1835000,607.0,R2
39 HOBART PL ILLAWONG 2234,20260115,1970000,676.3,R2
146 GEORGES RIVER RD JANNALI 2226,20260115,1570000,569.1,R2
44 HUME RD CRONULLA 2230,20260115,4630000,579.53,R4
2 KENNA PL GYMEA 2227,20260115,2018000,562.8,R2
9 FAIRS AVE WOOLOOWARE 2230,20260115,2500000,676.6,R2
3 TERRACE AVE SYLVANIA 2224,20260114,2255000,644.9,R2
8 NYMBOIDA CRES SYLVANIA WATERS 2224,20260112,2550000,569.1,R2
8 MEDIKA PL KIRRAWEE 2232,20260114,1801000,556.4,R2
18 WARRIGAL ST JANNALI 2226,20260114,1720000,746.1,R2
6 WARRIGAL ST JANNALI 2226,20260115,1480000,594.4,R2
17 WARRINA RD CARINGBAH SOUTH 2229,20260115,3300000,575.4,R2
18 WOLLONDILLY PL SYLVANIA WATERS 2224,20260114,1950000,575.4,R2
25 NORTHCOTE AVE CARINGBAH SOUTH 2229,20260113,3200000,980.1,R2
21 A LINDEN ST SUTHERLAND 2232,20260114,1637000,457.6,R2
9 STANSELL AVE JANNALI 2226,20260115,1900000,581.7,R2
6 YAMBA RD COMO 2226,20260112,1510000,872.6,R2
25 A ACHILLES RD ENGADINE 2233,20260112,1890000,332.1,R2
17 B CHURCHILL AVE KIRRAWEE 2232,20260114,2310000,448.8,R2
53 A COMO RD OYSTER BAY 2225,20260114,2200000,423.7,R2
14 B CURTIS AVE TAREN POINT 2229,20260112,2600000,545.4,R2
6 B KIWONG ST YOWIE BAY 2228,20260115,2670000,405.9,R2
10 A KIWONG ST YOWIE BAY 2228,20260112,2600000,432.2,R2
352 B FOREST RD KIRRAWEE 2232,20260115,2270000,361.4,R2
44 CARINA RD OYSTER BAY 2225,20260112,1575000,450.3,R2
29 ACACIA RD KIRRAWEE 2232,20260112,1815000,676.6,R2
1 ALDGATE ST SUTHERLAND 2232,20260115,1600000,556.4,R2
15 CARVERS RD OYSTER BAY 2225,20260113,1690000,588.0,R2
67 COREA ST SYLVANIA 2224,20260115,1760000,575.75,R2
1 AMOS PL SYLVANIA 2224,20260112,1800000,569.1,R2
6 BIARGAR AVE MIRANDA 2228,20260115,1885000,581.7,R2
4 B EDWARD AVE MIRANDA 2228,20260109,2025000,339.0,R2
21 B FREDERICK ST MIRANDA 2228,20260115,2070000,325.3,R2
18 GRANADA PDE ALSTONVILLE 2477,20260115,1200000,739.9,R2
19 LEESON AVE BALLINA 2478,20260113,980000,733.5,R2
6 SOMERSET PL LENNOX HEAD 2478,20260114,1770000,1315.0,R2
15 NORFOLK AVE EAST BALLINA 2478,20260112,1400000,663.9,R2
11 THE TERRACE EAST BALLINA 2478,20260115,1760000,883.0,R2
76 SURVEY ST LENNOX HEAD 2478,20260112,1470000,790.4,R2
36 WESTLAND DR WEST BALLINA 2478,20260115,1130000,682.6,R2
66 DOLPHIN DR WEST BALLINA 2478,20260109,2450000,713.6,R2
30 BROWN AVE ALSTONVILLE 2477,20260115,1475000,1227.0,R2
5 BAGOT PL BALLINA 2478,20251209,300000,491.9,R3
6 HENRY PHILP AVE BALLINA 2478,20260109,770000,543.8,R3
31 CASTLE DR LENNOX HEAD 2478,20260114,1800000,1022.0,R2
18 CASTLE DR LENNOX HEAD 2478,20260114,1575000,916.7,R2
4 COOLOOLA AVE LENNOX HEAD 2478,20260115,1735000,665.0,R2
34 SIMPSON AVE WOLLONGBAR 2477,20260114,860000,864.0,R2
34 HELLYAR DR WOLLONGBAR 2477,20260114,1425000,959.5,R2
13 B KELLIE-ANN CRES LENNOX HEAD 2478,20260115,1990000,963.8,R2
27 LEACH CRES WEST BALLINA 2478,20260114,1160000,675.6,R2
26 KIM CT ALSTONVILLE 2477,20260115,1755000,1580.0,R2
1 ISLAND PL URUNGA 2455,20260112,870000,783.6,R1
26 PANDANUS CT BRUNSWICK HEADS 2483,20260115,2335000,776.9,R2
55 A ARGYLE ST MULLUMBIMBY 2482,20260115,900000,575.86,R2
92 ROBINSONS RD WILSONS CREEK 2482,20260112,2040000,9087.0,R5
40 HELEN ST SOUTH GOLDEN BEACH 2483,20260115,1850000,921.7,R2
39 NAROOMA DR OCEAN SHORES 2483,20260115,1020000,916.9,R2
22 BERRIMBILLAH CT OCEAN SHORES 2483,20260114,1600000,723.7,R2
4 GARA CT OCEAN SHORES 2483,20260115,1575000,1062.0,R3
23 FAIRWAY DR CASINO 2470,20260114,535000,764.0,R1
47 RICHMOND ST CASINO 2470,20260114,590000,1014.0,R1
117 CENTRE ST CASINO 2470,20260114,621694,890.31,R1
23 HARTLEY ST CASINO 2470,20260112,475000,860.0,R1
50 HEATH ST EVANS HEAD 2473,20260114,1400000,796.7,R1
23 HULL CL COFFS HARBOUR 2450,20260115,820000,1027.0,R2
30 MCFADYN ST TOORMINA 2452,20260114,680000,690.3,R2
7 MEADOW ST COFFS HARBOUR 2450,20260114,830000,669.36,R3
3 ISLAND VIEW CL COFFS HARBOUR 2450,20260115,1425000,815.7,R2
30 THOMPSONS RD COFFS HARBOUR 2450,20260108,1020000,1108.0,R2
22 HALLS RD NORTH BOAMBEE VALLEY 2450,20260115,800000,702.8,R2
4 A NORMAN HILL DR KORORA 2450,20260115,630000,413.9,R2
1 KOTARA PL KORORA 2450,20260113,950000,1100.0,R2
262 SAWTELL RD BOAMBEE EAST 2452,20260109,745000,720.8,R2
22 A DYER RD COFFS HARBOUR 2450,20260114,600000,408.4,R2
200 B AYRSHIRE PARK DR BOAMBEE 2450,20260114,1420000,4007.0,R5
85 LINDEN AVE BOAMBEE EAST 2452,20260115,795000,700.4,R2
