address,settlement_date,price,area,zone
519 PRUNE ST LAVINGTON 2641,20260112,620000,733.5,R1
483 PRUNE ST LAVINGTON 2641,20260112,595000,1020.22,R1
803 GAP CT GLENROY 2640,20260114,800000,2087.0,R1
368 GLENLY ST NORTH ALBURY 2640,20260115,635000,701.9,R1
736 KIEWA ST ALBURY 2640,20260113,1400000,720.0,R1
953 WAUGH RD NORTH ALBURY 2640,20260114,560000,670.3,R1
14 A WORSLEY PL LAVINGTON 2641,20260113,605000,599.0,R1
275 TRACY ST LAVINGTON 2641,19930416,154000,864.8,R1
14 MOUNTAIN WAY LAVINGTON 2641,20260115,690000,710.0,R1
4 KENT ST ETTAMOGAH 2640,20260114,1265000,1503.0,R2
28 ALGONA RD SPRINGDALE HEIGHTS 2641,20260115,630000,641.4,R1
21 KINGFISHER CT EAST ALBURY 2640,20260109,1125000,574.2,R1
33 BARLING WALK EAST ALBURY 2640,20260114,912000,957.9,R1
14 ROSELLA RDGE EAST ALBURY 2640,20260109,1184000,1069.0,R1
105 POTOROO AVE THURGOONA 2640,20260114,880000,654.1,R1
430 SOLOMON ST WEST ALBURY 2640,20260115,635000,417.8,R3
11 LANKESTER CT THURGOONA 2640,20260109,710000,513.0,R1
7 HIBBERSON CT THURGOONA 2640,20260109,1020000,800.2,R1
5 PROGRESS ST YANCO 2703,20260114,260000,973.8,R2
5 BANKSIA AVE LEETON 2705,20260114,387500,847.3,R1
56 WIRILDA ST LEETON 2705,20260113,370000,885.2,R1
77 MAIDEN AVE LEETON 2705,20260114,765000,916.9,R1
37 LILLYPILLY RD LEETON 2705,20251208,732000,5648.0,R2
105 ERSKINE RD GRIFFITH 2680,20260109,640000,745.6,R1
12 PALLA ST GRIFFITH 2680,20260112,467000,607.0,R1
9 TURNELL ST GRIFFITH 2680,20260113,760000,836.0,R1
19 KNIGHT ST GRIFFITH 2680,20260115,570000,841.0,R1
114 WYANGAN AVE GRIFFITH 2680,20260112,692500,810.6,R1
56 NICHOLLS ST GRIFFITH 2680,20260115,1120000,852.6,R1
33 ROSE RD GRIFFITH 2680,20260114,1340000,2413.0,R1
109 CLIFTON BVD GRIFFITH 2680,20260113,635000,1539.0,R1
18 GLENVIEW CL BELLA VISTA 2153,20260115,3650000,707.3,R2
73 PRESTIGE AVE BELLA VISTA 2153,20260115,2200000,700.0,R2
5 ROMAGNOLA ST BOX HILL 2765,20260114,1381000,375.0,R2
68 CAMARERO ST BOX HILL 2765,20260115,1161000,329.9,R2
29 TRAVERTINE GR GABLES 2765,20260115,1300000,292.4,R3
40 TURFFONTEIN AVE BOX HILL 2765,20260115,1200000,322.0,R2
13 GROMARK TCE GABLES 2765,20260112,1300000,309.0,R3
6 TERRAIN ST BOX HILL 2765,20260115,1400000,270.5,R2
27 CINCH ST BOX HILL 2765,20260112,1288000,261.7,R2
64 NORTHRIDGE AVE BELLA VISTA 2153,20260115,3425000,663.0,R2
20 NAVELINA ST GABLES 2765,20260114,1700000,471.3,R3
9 CREAN ST NORTH KELLYVILLE 2155,20260115,1845000,363.2,R2
10 DEEPWATER CCT NORTH KELLYVILLE 2155,20260115,1510000,450.0,R2
16 BOSAL ST BOX HILL 2765,20260112,1200000,307.0,R2
57 DORADO ST BOX HILL 2765,20260115,1600000,319.8,R3
12 BONNEFIN PL CASTLE HILL 2154,20260114,1800000,739.8,R2
23 BOULTON AVE BAULKHAM HILLS 2153,20260113,1790000,695.6,R2
118 BAULKHAM HILLS RD BAULKHAM HILLS 2153,20260115,2208888,695.6,R2
5 BAYBERRY WAY CASTLE HILL 2154,20260115,2600000,1051.0,R2
4 BRON CL WEST PENNANT HILLS 2125,20260115,3500000,831.2,R2
21 BRUSHWOOD DR ROUSE HILL 2155,20260114,1680000,420.0,R3
3 ASHBURTON CT KELLYVILLE 2155,20260113,2290000,714.0,R2
10 GLENVALE CL WEST PENNANT HILLS 2125,20260115,2715000,916.7,R2
53 GOODEN DR BAULKHAM HILLS 2153,20260115,2040000,695.6,R2
64 COOK ST BAULKHAM HILLS 2153,20260112,2060000,708.2,R2
23 COONARA AVE WEST PENNANT HILLS 2125,20260115,3550000,1361.0,R2
7 FRENSHAM PL DURAL 2158,20260112,3200000,695.5,R2
11 FUCHSIA CT BAULKHAM HILLS 2153,20260112,1800000,750.0,R2
50 EATON RD WEST PENNANT HILLS 2125,20260109,2910000,900.0,R2
1 BURRANDONG CRES BAULKHAM HILLS 2153,20260113,1625000,695.6,R2
83 B CROSS ST BAULKHAM HILLS 2153,20260113,1967000,834.7,R2
74 MERELYNNE AVE WEST PENNANT HILLS 2125,20260114,2730000,1092.0,R2
23 LOCKHART AVE CASTLE HILL 2154,20260113,2475000,929.5,R2
1 LONGLEY PL CASTLE HILL 2154,20260115,2045000,540.7,R2
28 LOWAN PL KELLYVILLE 2155,20260114,1700000,519.3,R3
8 IRON BARK GR BELLA VISTA 2153,20260113,2850000,790.0,R2
3 KOORANA CL BAULKHAM HILLS 2153,20260112,2325000,940.0,R2
30 MUNRO ST BAULKHAM HILLS 2153,20260112,1750000,714.5,R2
20 JULIANA CRES BAULKHAM HILLS 2153,20260113,2368000,760.8,R2
13 LINDSAY ST BAULKHAM HILLS 2153,20260112,1800000,695.6,R2
11 RAMILLIES WAY BEAUMONT HILLS 2155,20260114,1800000,559.8,R2
5 PETER ST BAULKHAM HILLS 2153,20260112,2100000,1005.0,R2
3 ROSLEEN PL BAULKHAM HILLS 2153,20260113,2155000,796.7,R2
6 VICTOR CL BAULKHAM HILLS 2153,20260114,2288500,900.0,R2
24 WINDARRA PL CASTLE HILL 2154,20260115,3200000,775.0,R2
100 DARCEY RD CASTLE HILL 2154,20260114,2650000,883.5,R2
18 PRINCESS AVE KELLYVILLE 2155,20260115,2125000,612.8,R2
3 HAYES AVE KELLYVILLE 2155,20260115,2775000,600.0,R3
24 STRANGERS CREEK PL BELLA VISTA 2153,20260114,2450000,240.1,R3
50 SUNBURST CCT GABLES 2765,20260114,2350000,450.3,R3
2 LETOKEN WAY BOX HILL 2765,20260112,1288000,253.8,R2
13 MALHAM RISE BOX HILL 2765,20260112,1720000,337.5,R2
51 RAINFOREST ST BOX HILL 2765,20260113,1620000,319.0,R3
44 RAINFOREST ST BOX HILL 2765,20260109,1705000,329.9,R2
35 HEADINGLEY AVE NORTH KELLYVILLE 2155,20260112,1528000,360.0,R2
23 PRIDHAM AVE BOX HILL 2765,20260112,1385000,300.2,R2
14 JUTLAND ST BOX HILL 2765,20260115,1200000,350.9,R2
2 ROMNEY ST ROUSE HILL 2155,20260115,1455000,227.6,R3
62 MCMILLIAN CCT NORTH KELLYVILLE 2155,20260112,1888000,470.4,R2
22 NAMBUNG ST NORTH KELLYVILLE 2155,20260114,2248000,450.1,R2
7 GELT ST BOX HILL 2765,20260114,1212000,309.9,R2
18 PEGASUS ST BOX HILL 2765,20260112,1300000,375.0,R2
16 FELLING ST BOX HILL 2765,20260112,1140000,300.2,R2
14 SUE PL MOUNT COLAH 2079,20260112,1820000,636.6,R2
4 AMBER CL THORNLEIGH 2120,20260115,2051000,739.8,R2
9 A DEAN ST WEST PENNANT HILLS 2125,20260115,2310000,631.0,R2
8 MAROOTA WAY BEECROFT 2119,20260112,3205000,711.6,R2
32 COBRAN RD CHELTENHAM 2119,20260115,2190000,633.9,R2
24 COBRAN RD CHELTENHAM 2119,20260114,2400000,942.1,R2
85 COPELAND RD BEECROFT 2119,20260115,2428000,522.0,R2
10 BRIDGEVIEW CRES THORNLEIGH 2120,20260112,1816500,752.5,R2
82 COUNTY DR CHERRYBROOK 2126,20260115,2660000,741.2,R2
10 BROKENWOOD PL CHERRYBROOK 2126,20260112,1880000,357.8,R2
7 CRESTWOOD AVE THORNLEIGH 2120,20260114,2130000,743.4,R2
11 CROWLEY RD BEROWRA 2081,20260114,1725000,1012.0,R2
127 DAVID RD CASTLE HILL 2154,20260115,2688888,741.0,R2
9 BLAMEY WAY CHERRYBROOK 2126,20260114,1650000,312.0,R2
19 A CHISWICK PL CHERRYBROOK 2126,20260113,1730000,379.5,R2
1 CALDARRA PL WESTLEIGH 2120,20260113,2000000,698.1,R2
7 ISABEL CL CHERRYBROOK 2126,20260112,2750000,735.9,R2
12 TIMBARRA RD WESTLEIGH 2120,20260115,2100000,1279.0,R2
40 JACKSON CRES PENNANT HILLS 2120,20260115,1948000,749.0,R2
17 NORTHVIEW PL MOUNT COLAH 2079,20260109,1820000,765.0,R2
21 SPOTTED GUM RD WESTLEIGH 2120,20260113,2490000,695.6,R2
