address,settlement_date,price,area,zone
9 BENNELONG CRES LLOYD 2650,20260114,772500,683.3,R1
3 CRAFT ST LAKE ALBERT 2650,20260115,717000,405.1,R1
12 LAWRENCE AVE GOBBAGOMBALIN 2650,20260113,1079000,797.8,R1
244 KINCAID ST WAGGA WAGGA 2650,20260113,800000,131.4,R3
140 ASHMONT AVE ASHMONT 2650,20260114,620000,1050.0,R1
37 GORMLY AVE WAGGA WAGGA 2650,20260113,1020000,715.15,R1
40 CULLEN RD WAGGA WAGGA 2650,20260109,1050000,714.7,R1
26 CULLEN RD WAGGA WAGGA 2650,20260113,760000,845.29,R1
22 EDNEY ST KOORINGAL 2650,20260115,515000,746.1,R3
157 GURWOOD ST WAGGA WAGGA 2650,20260113,740000,537.6,R1
6 MOANI PL KOORINGAL 2650,20260115,561500,569.1,R1
11 ZIEGLER AVE KOORINGAL 2650,20260112,250000,822.0,R1
12 SULLIVAN AVE WAGGA WAGGA 2650,20260115,640000,701.57,R1
15 BOREE AVE FOREST HILL 2651,20260115,650000,828.0,R1
45 PLUMPTON RD LAKE ALBERT 2650,20260112,1625000,6256.0,R5
26 LONERGAN PL EAST WAGGA WAGGA 2650,20260113,599000,583.8,R1
39 TOBRUK ST ASHMONT 2650,20260115,435000,581.9,R1
48 JACK AVE MOUNT AUSTIN 2650,20260113,523000,613.4,R1
2 PAISLEY ST LAKE ALBERT 2650,20260109,879000,951.1,R1
23 BEDERVALE ST BOURKELANDS 2650,20260115,862000,934.6,R1
22 BROWNLOW DR BOURKELANDS 2650,20260114,778000,883.8,R1
15 MARGARET AVE MOUNT AUSTIN 2650,20260115,420000,543.8,R1
23 KILPATRICK ST KOORINGAL 2650,20260113,649000,635.8,R1
11 SCHERGER PL MOUNT AUSTIN 2650,20260112,483000,651.3,R1
100 MIMA ST GLENFIELD PARK 2650,20260109,600000,463.0,R1
79 LINGIARI DR LLOYD 2650,20260115,920000,774.0,R1
3 GALLOP AVE TURVEY PARK 2650,20260115,949000,759.6,R1
72 JUMBUCK DR GOBBAGOMBALIN 2650,20260113,879000,707.1,R1
65 OSBORNE AVE WEST BATHURST 2795,20260114,805000,862.5,R1
41 OSBORNE AVE WEST BATHURST 2795,20260115,930000,1070.0,R1
14 PACIFIC WAY WEST BATHURST 2795,20260112,531000,417.3,R1
76 COLVILLE ST WINDRADYNE 2795,20260109,755000,923.4,R1
353 HOWICK ST BATHURST 2795,20260114,625000,518.5,R1
13 TRUMPER PL WINDRADYNE 2795,20260114,735000,682.2,R1
3 CROSS ST BATHURST 2795,20260112,574215,477.0,R1
191 PIPER ST BATHURST 2795,20260114,730000,317.6,R1
5 RICHARDSON ST WINDRADYNE 2795,20260112,510000,834.8,R1
39 HAMILTON ST EGLINTON 2795,20260112,810000,1005.0,R1
10 MILLER ST WINDRADYNE 2795,20260112,700000,737.4,R1
18 SLIM ST WEST BATHURST 2795,20260112,546000,619.7,R1
9 SPOFFORTH PL KELSO 2795,20260113,635000,694.2,R1
11 LOCKE ST RAGLAN 2795,20260113,740000,932.4,R1
4 A POATE ST WINDRADYNE 2795,20260114,740000,464.1,R1
16 IGNATIUS PL KELSO 2795,20260112,1100000,799.3,R1
56 A SUNBRIGHT RD KELSO 2795,20260114,785000,515.9,R1
29 AMBER CL KELSO 2795,20260113,760000,688.6,R1
22 DARVALL DR KELSO 2795,20260115,1250000,843.5,R1
56 MENDEL DR KELSO 2795,20260109,800000,586.9,R1
75 MULGOA WAY MUDGEE 2850,20260112,730000,807.5,R1
8 BURRUNDULLA AVE MUDGEE 2850,20260113,1100000,1947.6,R3
2 GLADSTONE ST MUDGEE 2850,20260113,635000,632.3,R3
19 LOVEJOY ST MUDGEE 2850,20260112,840000,701.2,R3
3 MILLENNIUM CT GULGONG 2852,20260115,207500,711.7,R1
51 SALEYARDS LANE MUDGEE 2850,20260109,649000,329.5,R1
4 WATTLE LANE GULGONG 2852,20260112,545000,1178.0,R1
1 YARAANDOO ST GULGONG 2852,20260112,600000,931.5,R1
14 TEBBUTT CT MUDGEE 2850,20260113,855000,933.0,R1
8 INVERNESS AVE MUDGEE 2850,20260115,1125000,1116.0,R1
11 TALLAWANG RD GULGONG 2852,20260112,530000,1136.1,R1
5 A SUTTOR AVE CAERLEON 2850,20260113,710000,483.3,R1
15 ORCHARD CT CAERLEON 2850,20260113,810000,618.1,R1
51 HENRY LAWSON DR BOMBIRA 2850,20260115,1700000,4010.0,R2
20 BLIGH PL LAKE CATHIE 2445,20260109,1160000,705.7,R1
2 LOMANDRA TCE PORT MACQUARIE 2444,20260113,769000,359.5,R1
19 LONHRO WAY PORT MACQUARIE 2444,20260113,1080000,480.2,R1
5 STABLES WAY PORT MACQUARIE 2444,20260114,960000,685.8,R1
28 ERICSON PL PORT MACQUARIE 2444,20260115,1235000,743.3,R1
83 SCARBOROUGH WAY DUNBOGAN 2443,20260115,747000,322.4,R1
44 COHEN WAY THRUMSTER 2444,20260115,889000,553.5,R1
73 GORE ST PORT MACQUARIE 2444,20260114,845000,523.6,R1
28 ACKROYD ST PORT MACQUARIE 2444,20260115,800000,902.3,R1
65 GRANT ST PORT MACQUARIE 2444,20260114,855000,860.0,R1
49 SAPPHIRE DR PORT MACQUARIE 2444,20260109,925000,737.8,R1
51 FAIRMONT DR WAUCHOPE 2446,20260115,600000,653.2,R1
82 SETTLEMENT POINT RD PORT MACQUARIE 2444,20260109,1010000,1303.0,R1
9 SHELBOURNE PL PORT MACQUARIE 2444,20260113,760000,1040.0,R1
17 OLIVINE ST PORT MACQUARIE 2444,20260112,1220000,764.8,R1
11 SLADE CRES PORT MACQUARIE 2444,20260115,735000,1197.0,R1
6 BELLANGRY RD PORT MACQUARIE 2444,20260114,950000,613.4,R1
8 CURLEW CL PORT MACQUARIE 2444,20260115,900000,833.7,R1
6 CURLEW CL PORT MACQUARIE 2444,20260115,994500,832.8,R1
5 PRINCESS AVE WAUCHOPE 2446,20260114,670000,663.9,R1
110 HILL ST PORT MACQUARIE 2444,20260114,850000,632.3,R1
83 LONGWORTH RD DUNBOGAN 2443,20260114,740000,1062.0,R1
9 FITZROY PL PORT MACQUARIE 2444,20260109,980000,810.2,R1
13 MARIAN DR PORT MACQUARIE 2444,20260113,777000,608.0,R1
21 CAMDEN ST NORTH HAVEN 2443,20260115,944000,569.1,R1
37 CHEPANA ST LAKE CATHIE 2445,20260112,1000000,546.3,R1
593 OCEAN DR NORTH HAVEN 2443,20260113,2550000,1391.0,R1
6 GRAHAM ST WAUCHOPE 2446,20260115,670000,613.4,R1
62 RIVERBREEZE DR CROSSLANDS 2446,20260114,870000,677.4,R1
47 PRINCE OF WALES DRIVE DUNBOGAN 2443,20260114,870000,583.1,R1
16 HORIZONS PKWY PORT MACQUARIE 2444,20260115,1280000,608.0,R1
9 COHEN WAY THRUMSTER 2444,20260114,875000,606.9,R1
7 FLYNN ST SOUTH TAMWORTH 2340,20260109,652500,453.7,R1
29 SEMILLON DR NORTH TAMWORTH 2340,20260114,850000,741.0,R1
155 JOHNSTON ST NORTH TAMWORTH 2340,20260115,1290000,837.9,R1
157 JOHNSTON ST NORTH TAMWORTH 2340,20260115,860000,749.4,R1
8 SHERBORNE ST NORTH TAMWORTH 2340,20260114,800000,609.0,R1
174 WARRAH DR CALALA 2340,20260115,230000,771.0,R1
67 STRAFFORD ST MANILLA 2346,20260115,685000,3035.0,R1
89 A COURT ST MANILLA 2346,20260109,629000,681.6,R1
45 HARRIER PDE CALALA 2340,20260115,620000,323.1,R1
14 MAHOGANY ST MOORE CREEK 2340,20260114,1275000,2079.0,R2
27 WINDMILL DR MOORE CREEK 2340,20260114,900000,2007.0,R2
4 CARMICHAEL AVE EAST TAMWORTH 2340,20260112,800000,607.0,R1
34 ALLAWAH ST HILLVUE 2340,20260113,625000,687.9,R1
2 KINGSLEY CT EAST TAMWORTH 2340,20260114,815000,840.3,R1
23 KINGSWOOD DR KINGSWOOD 2340,20260115,825000,5000.0,R5
7 ASHBURTON ST EAST TAMWORTH 2340,20260109,645000,847.3,R1
9 GREVILLEA PL OXLEY VALE 2340,20260115,680000,760.4,R1
21 BORONIA DR CALALA 2340,20260113,585000,750.2,R1
98 DENNE ST WEST TAMWORTH 2340,20260109,650000,777.8,R1
138 HILLVUE RD SOUTH TAMWORTH 2340,20260109,600000,614.0,R1
32 ROBERT ST SOUTH TAMWORTH 2340,20260115,548000,663.9,R1
22 NANCY ST SOUTH TAMWORTH 2340,20260115,745000,1016.0,R1
40 NAPIER ST EAST TAMWORTH 2340,20260112,800000,841.0,R1
49 NAPIER ST EAST TAMWORTH 2340,20260114,600000,714.5,R1
21 OVERLANDERS WAY HILLVUE 2340,20260113,830000,774.5,R1
72 PANORAMA RD CALALA 2340,20260112,585000,790.4,R2
2 IMPALA ESTATE RD WARRAL 2340,20260115,929000,8446.0,R5
9 PRENTICE AVE EAST TAMWORTH 2340,20260115,825000,973.6,R1
36 WINDHOVER CRES CALALA 2340,20260112,795000,1141.0,R1
56 YARMOUTH PDE OXLEY VALE 2340,20260109,635000,610.0,R1
6 WREN CL CALALA 2340,20260109,729000,828.2,R1
7 JERSEY CL CALALA 2340,20260113,920000,699.5,R1
72 MALCOLM ST ERSKINEVILLE 2043,20260114,2070000,148.8,R1
18 BENT ST PADDINGTON 2021,20260109,3470000,88.5,R1
65 A GEORGE ST ERSKINEVILLE 2043,20260115,2000000,158.1,R1
28 GIBBES ST NEWTOWN 2042,20260115,1740000,94.8,R1
455 RILEY ST SURRY HILLS 2010,20260113,1531250,94.85,R1
182 UNION ST ERSKINEVILLE 2043,20260115,2410000,158.1,R1
324 MITCHELL RD ALEXANDRIA 2015,20260112,1900000,132.8,R1
38 SYDNEY ST ERSKINEVILLE 2043,20260115,2325000,185.8,R1
149 YOUNG ST REDFERN 2016,20260114,1690000,132.8,R1
9 HIGH ST MILLERS POINT 2000,20250725,5650000,210.0,R1
36 ALLEN ST GLEBE 2037,20260115,7125000,560.0,R1
179 VICTORIA ST BEACONSFIELD 2015,20260113,2680000,159.6,R1
