address,settlement_date,price,area,zone
62 DAVIES ST KINCUMBER 2251,20260115,790000,550.0,R2
2 MATHEW ST KINCUMBER 2251,20260115,1220000,761.0,R2
22 GOLDEN AVE POINT CLARE 2250,20260115,1195000,689.2,R2
121 DAVISTOWN RD SARATOGA 2251,20260115,1180000,556.4,R2
57 EASTER PDE NORTH AVOCA 2260,20260114,1475000,607.0,R2
11 GOONDI CL HORSFIELD BAY 2256,20260115,2350000,967.7,R2
164 DEL MONTE PL COPACABANA 2251,20260114,1238000,562.8,R2
8 HIBISCUS AVE NORTH AVOCA 2260,20260114,1425000,569.1,R2
67 KINGSVIEW DR UMINA BEACH 2257,20260115,1400000,604.5,R2
28 KUNALA LANE HORSFIELD BAY 2256,20260115,1515000,561.1,R2
31 LADERA DR COPACABANA 2251,20260114,1700000,670.3,R2
56 KALLAROO RD BENSVILLE 2251,20260114,1375000,796.7,R2
12 HUNTLY RD BENSVILLE 2251,20260115,1550000,1196.0,R2
75 LAKE SHORE DR NORTH AVOCA 2260,20260115,1250000,556.4,R2
135 LAKE SHORE DR NORTH AVOCA 2260,20260115,1400000,600.7,R2
12 KINCUMBER ST KINCUMBER 2251,20260115,1700000,727.2,R2
12 MARGARET ST POINT CLARE 2250,20260112,1700000,1277.0,R2
1 OTAYBA PL AVOCA BEACH 2251,20260114,1550000,747.4,R2
37 OXFORD ST UMINA BEACH 2257,20260115,1180000,499.6,R1
23 MARSHDALE RD SPRINGFIELD 2250,20260112,1040000,777.8,R2
132 MOUNT ETTALONG RD UMINA BEACH 2257,20260114,1400000,841.0,R2
38 LUSHINGTON ST EAST GOSFORD 2250,20260112,1450000,575.4,R2
24 MAIDENS BRUSH RD WYOMING 2250,20260113,910000,581.7,R2
4 MCNEE CL LISAROW 2250,20260115,1240500,633.9,R2
429 OCEAN BEACH RD UMINA BEACH 2257,20260112,1050000,670.3,R1
42 MAPLE ST WYOMING 2250,20260114,890000,480.6,R2
684 PACIFIC HWY NARARA 2250,20260115,879000,556.4,R2
6 SAINSBURY CL TERRIGAL 2260,20260115,1605000,550.2,R2
22 SAINSBURY CL TERRIGAL 2260,20260114,1910000,1065.0,R2
211 SCENIC HWY TERRIGAL 2260,20260112,2400000,695.6,R2
54 SCHNAPPER RD ETTALONG BEACH 2257,20260109,2425000,1100.0,R1
14 SCRIBBLY GUM CRES ERINA 2250,20260112,1657000,847.5,R2
16 RICKARD RD EMPIRE BAY 2257,20260115,1225000,785.1,R2
3 SHER CL EMPIRE BAY 2257,20260114,1330000,534.4,R2
14 WALDER CRES AVOCA BEACH 2251,20260113,1350000,610.9,R2
22 WANANDA RD NARARA 2250,20260109,955000,480.6,R2
35 A TREVALLY CL TERRIGAL 2260,20260114,1350000,291.0,R2
14 WYOMING RD WYOMING 2250,20260115,1300000,714.5,R2
14 A ROGER CRES BERKELEY VALE 2261,20260112,920000,465.3,R2
4 SEACRES CL WADALBA 2259,20260115,1090000,689.4,R2
31 COLUMBUS ST HAMLYN TERRACE 2259,20260115,1150000,535.7,R2
3 BREAKERS WAY FORRESTERS BEACH 2260,20260113,2100000,625.8,R2
6 BROONARRA ST THE ENTRANCE 2261,20260115,1275000,297.6,R3
88 VIOLET RD HAMLYN TERRACE 2259,20260114,1165000,520.1,R2
26 MARSDEN RD BLUE HAVEN 2262,20260109,875000,388.3,R2
17 SALAMANDER RD WADALBA 2259,20260109,955000,581.7,R2
30 SCOTT RD MANNERING PARK 2259,20251230,612500,460.4,R2
3 JADASH CL GREEN POINT 2251,20260112,1620000,563.3,R2
3 DAISY CL HAMLYN TERRACE 2259,20260109,900000,574.6,R2
13 BIDHALL ST CRANGAN BAY 2259,20260115,1150000,589.9,R2
6 RESTELLA AVE DAVISTOWN 2251,20260114,850000,342.3,R2
12 GOORANGAI CL WADALBA 2259,20260112,1252000,561.8,R2
15 WILTON GR WOONGARRAH 2259,20260113,848000,250.1,R1
13 A MOALA PDE CHARMHAVEN 2263,20260114,690000,404.3,R2
60 EPPING AVE EPPING 2121,20260115,2650000,1031.0,R2
29 HOOD ST NORTHMEAD 2152,20260112,1835000,670.3,R2
84 A ALEXANDER ST DUNDAS VALLEY 2117,20260115,1720000,297.1,R2
8 GIBBON RD WINSTON HILLS 2153,20260112,1580000,556.4,R2
11 BERRIGAN ST WINSTON HILLS 2153,20260112,1710000,695.6,R2
15 APPLE ST CONSTITUTION HILL 2145,20260114,1925000,784.1,R2
5 BADEN POWELL PL WINSTON HILLS 2153,20260115,1960000,916.9,R2
92 JUNCTION RD WINSTON HILLS 2153,20260115,1710000,588.1,R2
102 ADDERTON RD CARLINGFORD 2118,20260114,1880000,657.6,R3
132 BULLI RD CONSTITUTION HILL 2145,20260115,1250000,556.4,R2
72 ELEANOR ST ROSEHILL 2142,20260114,1830000,607.0,R2
7 KINGSFORD ST ERMINGTON 2115,20260112,1665000,575.4,R2
26 PRINCE ST NORTH PARRAMATTA 2151,20260115,1330000,350.7,R2
26 A LINDSAY AVE ERMINGTON 2115,20260113,1975000,331.0,R2
24 GOODIN RD BAULKHAM HILLS 2153,20260114,1880000,349.0,R2
7 MUNN PL TOONGABBIE 2146,20260112,1562000,616.5,R2
42 ROSS ST NORTH PARRAMATTA 2151,20260114,1950000,645.0,R2
3 RYDE ST EPPING 2121,20260112,3300000,860.0,R2
14 SELKIRK ST WINSTON HILLS 2153,20260114,1580000,613.4,R2
4 EVANS ST NEWINGTON 2127,20260115,1790000,253.0,R3
6 MOSES WAY WINSTON HILLS 2153,20260113,2500000,550.2,R2
5 CARRINGTON CRES EASTWOOD 2122,20260115,2380000,376.2,R2
14 BLACKBURN AVE NORTH ROCKS 2151,20260115,2136500,720.8,R2
46 BELMORE ST E OATLANDS 2117,20260114,2350000,695.6,R2
15 DOUGLASS AVE CARLINGFORD 2118,20260113,1900000,695.6,R2
41 LOCHINVAR PDE CARLINGFORD 2118,20260109,4288888,688.0,R2
4 REGENCY CT OATLANDS 2117,20260112,2750000,695.6,R2
30 SNOWDON AVE CARLINGFORD 2118,20260109,2300000,708.2,R2
18 A SORLIE AVE NORTHMEAD 2152,20260115,1360000,385.0,R2
68 BETTINGTON RD OATLANDS 2117,20251216,2100000,377.0,R2
70 A BETTINGTON RD OATLANDS 2117,20251216,2100000,201.5,R2
6 DAWSON ST EPPING 2121,20260112,3000000,695.6,R2
15 MCMULLEN AVE CARLINGFORD 2118,20260109,2630000,758.8,R2
47 A WARWICK RD DUNDAS VALLEY 2117,20260113,1660000,301.1,R2
35 B MIDSON RD EASTWOOD 2122,20260115,1888000,195.9,R2
36 A DENT ST EPPING 2121,20260113,2901000,790.6,R2
51 LOWER MOUNT ST WENTWORTHVILLE 2145,20260114,1830000,653.1,R2
6 ARCHIBALD ST GRANVILLE 2142,20260115,1512000,490.4,R2
40 HENRY ST GUILDFORD 2161,20260115,1655000,714.5,R2
28 HIGHLAND ST GUILDFORD 2161,20260109,2820000,493.2,R2
43 CLARENCE ST MERRYLANDS 2160,20260113,1425000,543.8,R2
28 CLEMENT ST GUILDFORD 2161,20260112,1500000,544.0,R3
71 EDDY ST MERRYLANDS WEST 2160,20260114,1490000,556.4,R2
54 EDDY ST MERRYLANDS WEST 2160,20260115,1426000,562.8,R2
94 BRIDGE RD WESTMEAD 2145,20260112,1675000,1056.0,R3
7 AZALEA ST GREYSTANES 2145,20260113,1500000,556.4,R2
46 BRISTOL ST MERRYLANDS WEST 2160,20260112,1278000,550.1,R2
6 BANGOR ST GUILDFORD 2161,20260115,1460000,448.0,R3
49 HARRIS ST GUILDFORD 2161,20260114,1250000,600.7,R2
47 GERALD ST GREYSTANES 2145,20260115,445500,556.4,R2
135 DUNMORE ST WENTWORTHVILLE 2145,20260112,1594000,674.39,R3
5 HUGH PL GREYSTANES 2145,20260114,1450000,556.4,R2
1 HYLAND RD GREYSTANES 2145,20260114,1300000,556.4,R2
780 MERRYLANDS RD GREYSTANES 2145,20260115,1470000,562.8,R2
56 MCCREDIE RD GUILDFORD WEST 2161,20251215,1240000,557.33,R2
9 MCKERN ST WENTWORTHVILLE 2145,20260112,2580000,948.1,R2
3 MURDOCK LANE GUILDFORD 2161,20260112,995000,196.0,R3
1 PHYLLIS CRES GUILDFORD 2161,20260115,1400000,569.1,R2
187 TOONGABBIE RD TOONGABBIE 2146,20260112,1400000,581.7,R2
16 TUNGARRA RD GIRRAWEEN 2145,20260113,1926000,1226.0,R2
27 LAURA ST MERRYLANDS 2160,20260115,1801000,701.9,R2
35 CONDOIN LANE PEMULWUY 2145,20260114,1390000,294.4,R3
3 MONTGOMERY AVE SOUTH GRANVILLE 2142,20260115,1260000,474.2,R2
48 ROWLEY RD GUILDFORD 2161,20260112,1575000,689.2,R2
88 LISGAR ST MERRYLANDS 2160,20260115,1230000,371.55,R2
10 MAY ST MERRYLANDS 2160,20260114,1441000,464.52,R2
28 CLUCAS RD REGENTS PARK 2143,20260112,1625000,480.6,R2
2 A ELSHAM RD AUBURN 2144,20260114,1300000,379.4,R3
33 NORMAN AVE AUBURN 2144,20260114,1466000,480.6,R3
122 BOMBAY ST LIDCOMBE 2141,20260115,1550000,486.9,R2
26 CALOOL ST LIDCOMBE 2141,20260115,2000000,599.39,R2
131 HARROW RD AUBURN 2144,20260115,1958000,607.0,R2
22 ST JOHNS AVE AUBURN 2144,20260112,1930000,573.4,R3
89 SECOND AVE BERALA 2141,20260115,1390000,430.0,R2
4 TUABILLI ST PEMULWUY 2145,20260115,1145000,270.0,R3
24 A WISDOM ST GUILDFORD WEST 2161,20260112,1100000,255.2,R3
285 DRIFTWAY DR PEMULWUY 2145,20260113,1535000,300.0,R3
503 POICTIERS ST DENILIQUIN 2710,20260115,375000,1012.0,R1
47 KENNEDY ST HOWLONG 2643,20260114,540000,1025.0,R1
13 O'BRIEN CT COROWA 2646,20260112,400000,989.6,R2
36 HERMITAGE DR COROWA 2646,20260112,622500,601.0,R2
28 PELL ST HOWLONG 2643,20260112,738000,2023.0,R1
5 HEMPHILL CL MULWALA 2647,20260109,930000,758.0,R1
9 HARDIMAN PL SOUTH HURSTVILLE 2221,20260114,3088000,628.4,R2
39 ANDERSON RD MORTDALE 2223,20260113,1970000,459.85,R2
27 C SAMUEL ST PEAKHURST 2210,20260114,1805000,348.3,R2
195 DORA ST HURSTVILLE 2220,20260112,2358800,524.9,R2
29 CARRUTHERS ST PENSHURST 2222,20260113,1640000,417.4,R2
47 LLEWELLYN ST OATLEY 2223,20260115,2850000,504.0,R2
16 A REDGUM DR LUGARNO 2210,20260113,1623000,771.4,R2
9 WESTBROOK ST BEVERLY HILLS 2209,20260109,2060000,550.1,R2
7 SCOTT ST MORTDALE 2223,20260114,3010000,575.4,R2
